id,host_id,latitude,longitude,host_response_rate,host_acceptance_rate,host_total_listings_count,accommodates,bathrooms,beds,price,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,reviews_per_month,estimated_occupancy_l365d,estimated_revenue_l365d,bedrooms,host_listings_count,calculated_host_listings_count_shared_rooms,minimum_nights_avg_ntm,maximum_nights_avg_ntm,property_type,host_location,host_response_time,host_is_superhost,host_identity_verified,neighbourhood_cleansed,property_type.1,room_type,first_review,last_review,instant_bookable,has_availability
6133914,7774762.0,38.8822,-76.9876,,,1.0,2.0,,,,3.0,90.0,0.0,0.0,0.0,0.0,147.0,0.0,0.0,4.99,4.98,4.99,4.99,5.0,4.95,4.95,1.0,1.0,0.0,1.19,0.0,,1.0,1.0,0.0,3.0,1125.0,Entire guesthouse,"Washington, DC",,f,t,"Capitol Hill, Lincoln Park",Entire guesthouse,Entire home/apt,02/05/2015,29/04/2024,f,t
6333552,10295815.0,38.91138,-77.03019,100%,100%,2.0,6.0,,,,3.0,1125.0,13.0,32.0,60.0,240.0,51.0,13.0,0.0,4.98,4.94,4.92,4.98,5.0,4.94,4.67,2.0,2.0,0.0,0.43,78.0,,3.0,2.0,0.0,3.0,1125.0,Entire home,"Washington, DC",within an hour,t,t,"Shaw, Logan Circle",Entire home,Entire home/apt,25/10/2015,21/04/2025,f,t
6334405,32837957.0,38.87568,-77.00975,100%,100%,4.0,1.0,1.5,1.0,$67.00,14.0,120.0,0.0,0.0,28.0,208.0,87.0,2.0,0.0,4.89,4.97,4.86,5.0,4.99,4.72,4.8,2.0,0.0,2.0,0.74,56.0,3752.0,1.0,2.0,0.0,14.0,1125.0,Private room in townhouse,"Washington, DC",within an hour,t,t,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",Private room in townhouse,Private room,12/10/2015,27/10/2024,f,t
6374588,32959018.0,38.91575,-77.01493,100%,100%,5.0,7.0,,,,3.0,31.0,19.0,45.0,69.0,146.0,77.0,9.0,0.0,4.53,4.75,4.78,4.81,4.77,4.7,4.56,3.0,3.0,0.0,0.64,54.0,,3.0,3.0,0.0,3.1,1125.0,Entire condo,"Washington, DC",within an hour,t,t,"Howard University, Le Droit Park, Cardozo/Shaw",Entire condo,Entire home/apt,22/08/2015,16/05/2025,f,t
6389428,22653397.0,38.91447,-77.025,100%,85%,4.0,1.0,1.0,1.0,$97.00,2.0,365.0,13.0,34.0,64.0,64.0,55.0,4.0,2.0,4.95,4.98,4.83,4.94,4.95,5.0,4.89,2.0,0.0,2.0,0.45,24.0,2328.0,1.0,2.0,0.0,2.0,365.0,Private room in home,"Washington, DC",within a day,f,t,"Howard University, Le Droit Park, Cardozo/Shaw",Private room in home,Private room,21/05/2015,15/06/2025,f,t
6404202,32837957.0,38.8752,-77.01073,100%,100%,4.0,1.0,1.5,1.0,$68.00,4.0,100.0,7.0,18.0,48.0,228.0,143.0,21.0,2.0,4.87,4.93,4.86,4.95,4.97,4.75,4.8,2.0,0.0,2.0,1.17,168.0,11424.0,1.0,2.0,0.0,4.0,1125.0,Private room in townhouse,"Washington, DC",within an hour,t,t,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",Private room in townhouse,Private room,22/05/2015,09/06/2025,t,t
6438519,2374185.0,38.91397,-77.07464,97%,96%,3.0,3.0,1.0,2.0,$53.00,2.0,1125.0,6.0,11.0,22.0,234.0,311.0,56.0,4.0,4.89,4.92,4.95,4.93,4.89,4.92,4.83,3.0,3.0,0.0,2.61,255.0,13515.0,1.0,3.0,0.0,2.0,1125.0,Entire rental unit,"Washington, DC",within a few hours,t,t,"Georgetown, Burleith/Hillandale",Entire rental unit,Entire home/apt,01/09/2015,11/06/2025,f,t
6627551,34689948.0,38.83922,-77.00308,100%,0%,5.0,2.0,1.0,2.0,$86.00,31.0,1125.0,0.0,13.0,43.0,133.0,0.0,0.0,0.0,,,,,,,,1.0,1.0,0.0,,0.0,0.0,0.0,1.0,0.0,31.0,1125.0,Entire loft,"Washington, DC",within a few hours,f,f,"Congress Heights, Bellevue, Washington Highlands",Entire loft,Entire home/apt,,,f,t
6717232,32959018.0,38.91467,-77.01503,100%,100%,5.0,7.0,,,,3.0,31.0,15.0,38.0,68.0,157.0,75.0,14.0,2.0,4.72,4.76,4.81,4.89,4.8,4.76,4.67,3.0,3.0,0.0,0.62,84.0,,3.0,3.0,0.0,3.1,1125.0,Entire rental unit,"Washington, DC",within an hour,t,t,"Edgewood, Bloomingdale, Truxton Circle, Eckington",Entire rental unit,Entire home/apt,31/07/2015,03/06/2025,f,t
6832557,35794807.0,38.88919,-76.99465,100%,97%,2.0,3.0,1.0,1.0,$118.00,3.0,1125.0,6.0,10.0,21.0,153.0,468.0,50.0,3.0,4.85,4.9,4.87,4.98,4.96,4.97,4.84,1.0,1.0,0.0,3.85,255.0,30090.0,0.0,1.0,0.0,3.0,1125.0,Entire home,"Washington, DC",within an hour,t,t,"Capitol Hill, Lincoln Park",Entire home,Entire home/apt,20/06/2015,31/05/2025,f,t
6956685,32009941.0,38.96378,-77.01949,100%,99%,3.0,2.0,1.0,1.0,$59.00,1.0,190.0,0.0,15.0,45.0,122.0,175.0,11.0,0.0,4.88,4.85,4.82,4.91,4.91,4.76,4.86,2.0,0.0,2.0,1.71,66.0,3894.0,1.0,2.0,0.0,1.0,1125.0,Private room in home,"Washington, DC",within an hour,t,t,"Takoma, Brightwood, Manor Park",Private room in home,Private room,21/01/2017,14/05/2025,f,t
7020322,31516956.0,38.89847,-76.99753,100%,64%,5.0,4.0,,,,2.0,1125.0,6.0,21.0,49.0,293.0,361.0,13.0,0.0,4.8,4.88,4.73,4.95,4.94,4.95,4.79,1.0,1.0,0.0,3.21,78.0,,2.0,1.0,0.0,2.0,1125.0,Entire rental unit,"Washington, DC",within a few hours,f,f,"Union Station, Stanton Park, Kingman Park",Entire rental unit,Entire home/apt,24/03/2016,13/05/2025,f,t
7106899,25363242.0,38.90889,-77.06042,100%,9%,3.0,1.0,1.0,0.0,$82.00,31.0,1125.0,13.0,13.0,27.0,302.0,2.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,0.0,2.0,0.03,0.0,0.0,1.0,2.0,0.0,31.0,1125.0,Private room in home,"Washington, DC",within a few hours,f,t,"Georgetown, Burleith/Hillandale",Private room in home,Private room,29/09/2019,19/06/2021,f,t
7195053,6531855.0,38.93999,-77.01951,100%,100%,3.0,2.0,1.0,1.0,$86.00,3.0,1125.0,23.0,53.0,69.0,69.0,85.0,9.0,3.0,4.78,4.91,4.87,4.95,4.94,4.82,4.76,1.0,1.0,0.0,0.7,54.0,4644.0,1.0,1.0,0.0,3.0,1125.0,Entire rental unit,"Washington, DC",within an hour,t,t,"Brightwood Park, Crestwood, Petworth",Entire rental unit,Entire home/apt,21/07/2015,07/06/2025,f,t
7280994,5872012.0,38.91642,-77.01417,100%,96%,4.0,7.0,,,,3.0,120.0,2.0,7.0,8.0,69.0,41.0,28.0,4.0,4.95,4.93,4.95,4.95,5.0,4.83,4.88,2.0,2.0,0.0,0.85,168.0,,3.0,3.0,0.0,3.0,120.0,Entire townhouse,"Washington, DC",within an hour,t,t,"Edgewood, Bloomingdale, Truxton Circle, Eckington",Entire townhouse,Entire home/apt,01/07/2021,13/06/2025,f,t
7385563,604616.0,38.97405,-77.02284,,0%,1.0,2.0,1.0,1.0,$72.00,3.0,1125.0,0.0,0.0,0.0,167.0,71.0,0.0,0.0,4.77,4.92,4.83,4.92,4.92,4.79,4.72,1.0,1.0,0.0,0.6,0.0,0.0,1.0,1.0,0.0,3.0,1125.0,Entire rental unit,"Washington, DC",,f,t,"Takoma, Brightwood, Manor Park",Entire rental unit,Entire home/apt,08/09/2015,15/11/2022,f,t
7387956,37919321.0,38.95201,-77.06192,100%,77%,2.0,2.0,1.0,1.0,$145.00,3.0,1125.0,26.0,56.0,86.0,361.0,55.0,10.0,1.0,4.96,4.96,5.0,4.96,5.0,4.94,4.93,1.0,0.0,1.0,0.47,60.0,8700.0,1.0,1.0,0.0,3.0,1125.0,Private room in rental unit,"Washington, DC",within a few hours,t,t,"North Cleveland Park, Forest Hills, Van Ness",Private room in rental unit,Private room,02/10/2015,02/06/2025,f,t
7452083,6757090.0,38.91373,-77.03463,,100%,1.0,3.0,,,,31.0,1125.0,0.0,13.0,43.0,318.0,81.0,6.0,0.0,4.95,5.0,4.93,4.98,5.0,4.98,4.86,1.0,1.0,0.0,0.69,255.0,,1.0,1.0,0.0,31.0,1125.0,Entire loft,"Washington, DC",,t,t,"Dupont Circle, Connecticut Avenue/K Street",Entire loft,Entire home/apt,16/11/2015,08/04/2025,f,t
7626430,21014832.0,38.94645,-77.01703,100%,80%,1.0,4.0,,,,2.0,730.0,0.0,13.0,43.0,133.0,27.0,3.0,0.0,4.96,4.96,5.0,4.88,4.96,4.69,4.77,1.0,1.0,0.0,0.23,18.0,,1.0,1.0,0.0,2.0,730.0,Entire guesthouse,"Washington, DC",within a few hours,f,t,"Brightwood Park, Crestwood, Petworth",Entire guesthouse,Entire home/apt,24/08/2015,14/05/2025,f,t
7660850,32851509.0,38.91457,-77.07216,100%,91%,1.0,1.0,1.0,1.0,$95.00,28.0,30.0,13.0,14.0,43.0,155.0,68.0,4.0,0.0,4.87,4.9,4.9,4.9,4.99,4.99,4.82,1.0,1.0,0.0,0.82,224.0,21280.0,1.0,1.0,0.0,28.0,30.0,Entire guest suite,"Washington, DC",within a day,t,t,"Georgetown, Burleith/Hillandale",Entire guest suite,Entire home/apt,03/09/2018,28/04/2025,f,t
7661255,1415268.0,38.95160567,-77.02645913,100%,100%,6.0,2.0,,,,1.0,365.0,30.0,60.0,90.0,365.0,0.0,0.0,0.0,,,,,,,,3.0,1.0,2.0,,0.0,,,3.0,0.0,1.0,365.0,Private room in rental unit,"Washington, DC",within an hour,f,t,"Brightwood Park, Crestwood, Petworth",Private room in rental unit,Private room,,,t,t
7677038,40313075.0,38.91386,-77.02888,100%,100%,1.0,2.0,1.5,1.0,$177.00,31.0,1125.0,0.0,10.0,40.0,315.0,122.0,3.0,0.0,4.92,4.96,4.94,4.93,4.88,5.0,4.88,1.0,1.0,0.0,1.02,186.0,32922.0,1.0,1.0,0.0,31.0,1125.0,Entire rental unit,"Washington, DC",within an hour,t,t,"Shaw, Logan Circle",Entire rental unit,Entire home/apt,08/08/2015,25/04/2025,t,t
7968494,2379779.0,38.95732,-77.02098,96%,77%,3.0,5.0,,,,2.0,69.0,21.0,45.0,61.0,61.0,55.0,8.0,1.0,4.91,4.91,4.93,4.98,4.93,4.75,4.95,3.0,2.0,1.0,0.5,48.0,,2.0,3.0,0.0,2.0,69.0,Entire home,"Washington, DC",within an hour,f,t,"Brightwood Park, Crestwood, Petworth",Entire home,Entire home/apt,07/07/2016,18/05/2025,f,t
7997888,37251915.0,38.93635,-77.05949,100%,100%,2.0,4.0,,,,31.0,1125.0,0.0,7.0,37.0,312.0,28.0,2.0,0.0,4.89,4.82,5.0,4.86,5.0,4.96,4.79,1.0,1.0,0.0,0.24,124.0,,2.0,1.0,0.0,31.0,1125.0,Entire condo,"Washington, DC",within an hour,f,t,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",Entire condo,Entire home/apt,08/09/2015,30/04/2025,f,t
8190920,22145812.0,38.89534,-76.9874,100%,100%,1.0,6.0,1.0,2.0,$167.00,3.0,1125.0,7.0,13.0,35.0,299.0,204.0,33.0,3.0,4.84,4.88,4.6,4.98,4.99,4.89,4.81,1.0,1.0,0.0,1.73,198.0,33066.0,2.0,1.0,0.0,3.0,1125.0,Entire rental unit,"Washington, DC",within an hour,f,f,"Union Station, Stanton Park, Kingman Park",Entire rental unit,Entire home/apt,14/10/2015,02/06/2025,t,t
8191090,13226603.0,38.89565,-76.99175,100%,99%,2.0,4.0,1.0,2.0,$161.00,1.0,26.0,14.0,44.0,74.0,164.0,64.0,42.0,5.0,4.92,4.95,4.94,4.97,4.98,4.89,4.78,2.0,2.0,0.0,4.31,252.0,40572.0,1.0,2.0,0.0,1.0,26.0,Entire rental unit,"Washington, DC",within a few hours,t,t,"Union Station, Stanton Park, Kingman Park",Entire rental unit,Entire home/apt,30/03/2024,12/06/2025,f,t
8309843,43811269.0,38.89554,-77.04482,100%,25%,1.0,2.0,1.0,1.0,$108.00,31.0,730.0,7.0,10.0,40.0,315.0,168.0,0.0,0.0,4.92,4.9,4.96,4.94,4.96,4.96,4.85,1.0,1.0,0.0,1.42,0.0,0.0,1.0,1.0,0.0,31.0,730.0,Entire rental unit,"Washington, DC",within a few hours,f,t,"West End, Foggy Bottom, GWU",Entire rental unit,Entire home/apt,18/09/2015,22/08/2020,f,t
8339618,12843663.0,38.91861,-76.9999,100%,56%,2.0,1.0,1.0,1.0,$82.00,2.0,1125.0,4.0,4.0,34.0,309.0,60.0,12.0,1.0,4.95,4.92,4.9,4.93,4.98,4.65,4.83,2.0,2.0,0.0,0.55,72.0,5904.0,1.0,2.0,0.0,2.0,1125.0,Entire rental unit,"Washington, DC",within an hour,t,f,"Edgewood, Bloomingdale, Truxton Circle, Eckington",Entire rental unit,Entire home/apt,18/06/2016,18/05/2025,f,t
8347485,40308811.0,38.89182,-76.99503,,0%,3.0,1.0,1.5,1.0,$63.00,31.0,1125.0,25.0,53.0,81.0,355.0,46.0,0.0,0.0,4.96,4.87,4.89,4.98,5.0,4.98,4.93,1.0,0.0,1.0,0.39,0.0,0.0,1.0,1.0,0.0,31.0,1125.0,Private room in townhouse,"Washington, DC",,f,t,"Capitol Hill, Lincoln Park",Private room in townhouse,Private room,26/09/2015,15/06/2024,f,t
8362811,43619062.0,38.8999,-77.05326,,56%,2.0,6.0,,,,2.0,1125.0,18.0,48.0,78.0,168.0,14.0,5.0,0.0,4.93,4.79,4.71,5.0,4.86,4.86,4.5,1.0,1.0,0.0,0.41,30.0,,2.0,1.0,0.0,2.0,1125.0,Entire home,"Washington, DC",,f,t,"West End, Foggy Bottom, GWU",Entire home,Entire home/apt,31/08/2022,28/07/2024,f,t
8381345,44167924.0,38.95271,-76.98901,100%,60%,1.0,2.0,1.0,1.0,$62.00,10.0,177.0,0.0,0.0,24.0,299.0,5.0,1.0,0.0,5.0,5.0,5.0,5.0,5.0,4.8,4.8,1.0,0.0,1.0,0.05,20.0,1240.0,1.0,1.0,0.0,10.0,177.0,Private room in townhouse,"Washington, DC",within an hour,f,t,"North Michigan Park, Michigan Park, University Heights",Private room in townhouse,Private room,14/08/2016,26/07/2024,f,t
8409891,9296587.0,38.91067,-77.0191,100%,100%,5.0,6.0,2.0,2.0,$129.00,31.0,1125.0,0.0,0.0,29.0,76.0,111.0,1.0,0.0,4.82,4.88,4.51,4.95,4.95,4.9,4.76,3.0,3.0,0.0,0.94,62.0,7998.0,2.0,5.0,0.0,31.0,1125.0,Entire townhouse,"Washington, DC",within an hour,f,t,"Shaw, Logan Circle",Entire townhouse,Entire home/apt,29/09/2015,16/08/2024,t,t
8608311,7442764.0,38.89827,-76.98612,100%,100%,4.0,2.0,1.0,1.0,$158.00,2.0,20.0,1.0,15.0,25.0,130.0,290.0,23.0,3.0,4.93,4.97,4.92,4.98,4.97,4.78,4.88,1.0,1.0,0.0,2.64,138.0,21804.0,1.0,3.0,0.0,2.1,1125.0,Entire townhouse,"Washington, DC",within an hour,t,t,"Union Station, Stanton Park, Kingman Park",Entire townhouse,Entire home/apt,09/06/2016,08/06/2025,f,t
8616083,45325566.0,38.93473,-77.02848,100%,100%,6.0,2.0,1.0,1.0,$100.00,2.0,60.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,4.89,4.92,4.92,4.95,4.92,4.76,4.73,3.0,1.0,2.0,0.34,0.0,0.0,1.0,3.0,0.0,2.0,60.0,Private room in home,"Washington, DC",within an hour,t,t,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Private room in home,Private room,06/04/2016,19/08/2018,t,t
8902602,42722156.0,38.93493,-77.05976,,100%,1.0,2.0,,,,2.0,14.0,0.0,0.0,0.0,0.0,117.0,2.0,0.0,4.93,4.92,4.97,4.97,4.92,4.98,4.87,1.0,1.0,0.0,1.0,12.0,,1.0,1.0,0.0,2.0,1125.0,Entire rental unit,"Washington, DC",,f,t,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",Entire rental unit,Entire home/apt,26/10/2015,06/04/2025,t,t
9028780,190082.0,38.91327,-77.0247,100%,46%,1.0,1.0,1.0,1.0,$115.00,3.0,1125.0,2.0,2.0,8.0,283.0,134.0,12.0,0.0,4.88,4.89,4.87,4.96,4.93,4.9,4.8,1.0,1.0,0.0,1.17,72.0,8280.0,1.0,1.0,0.0,3.0,1125.0,Entire rental unit,"Washington D.C., DC",within a few hours,f,t,"Shaw, Logan Circle",Entire rental unit,Entire home/apt,09/01/2016,14/12/2024,f,t
9094563,47417669.0,38.88422671,-76.98167178,100%,98%,2.0,2.0,1.0,1.0,$123.00,1.0,89.0,11.0,37.0,63.0,153.0,313.0,48.0,3.0,4.95,4.95,4.92,4.92,4.9,4.89,4.83,1.0,1.0,0.0,2.99,255.0,31365.0,1.0,1.0,0.0,1.1,89.0,Entire rental unit,"Washington, DC",within an hour,t,f,"Capitol Hill, Lincoln Park",Entire rental unit,Entire home/apt,13/11/2016,30/05/2025,f,t
9171118,7259037.0,38.9119,-77.03532,100%,98%,2.0,3.0,1.5,2.0,$238.00,2.0,90.0,15.0,34.0,48.0,137.0,310.0,27.0,5.0,4.91,4.9,4.91,4.88,4.93,4.97,4.79,1.0,1.0,0.0,2.87,162.0,38556.0,1.0,1.0,0.0,2.0,90.0,Entire rental unit,"Washington, DC",within an hour,t,t,"Dupont Circle, Connecticut Avenue/K Street",Entire rental unit,Entire home/apt,04/08/2016,12/06/2025,f,t
9177409,9068009.0,38.90304565,-76.99187469,100%,95%,1.0,2.0,1.0,1.0,$118.00,2.0,28.0,8.0,38.0,41.0,41.0,332.0,26.0,5.0,4.9,4.93,4.94,4.97,4.96,4.76,4.85,1.0,1.0,0.0,3.14,156.0,18408.0,1.0,1.0,0.0,2.0,1125.0,Entire guest suite,"Washington, DC",within an hour,t,t,"Union Station, Stanton Park, Kingman Park",Entire guest suite,Entire home/apt,09/10/2016,09/06/2025,f,t
9283035,13410248.0,38.88161,-76.9876,100%,86%,4.0,4.0,1.0,3.0,$116.00,28.0,186.0,2.0,2.0,23.0,77.0,148.0,8.0,0.0,4.86,4.9,4.89,4.96,4.97,4.9,4.83,1.0,1.0,0.0,1.27,255.0,29580.0,1.0,1.0,0.0,28.0,186.0,Entire guest suite,"Washington, DC",within a few hours,t,t,"Capitol Hill, Lincoln Park",Entire guest suite,Entire home/apt,14/11/2015,24/04/2025,f,t
9295290,48259132.0,38.91887,-77.01405,100%,99%,2.0,3.0,1.0,1.0,$153.00,2.0,180.0,13.0,43.0,73.0,253.0,54.0,17.0,3.0,4.93,4.96,4.96,4.98,5.0,4.87,4.91,2.0,2.0,0.0,0.48,102.0,15606.0,1.0,2.0,0.0,2.3,1125.0,Entire townhouse,"Washington, DC",within an hour,t,f,"Edgewood, Bloomingdale, Truxton Circle, Eckington",Entire townhouse,Entire home/apt,12/03/2016,08/06/2025,f,t
9360247,48566288.0,38.95758,-77.00857,,0%,2.0,4.0,1.0,2.0,$108.00,31.0,1125.0,30.0,60.0,90.0,365.0,0.0,0.0,0.0,,,,,,,,2.0,1.0,1.0,,0.0,0.0,0.0,2.0,0.0,31.0,1125.0,Entire rental unit,"Washington, DC",,f,t,"Takoma, Brightwood, Manor Park",Entire rental unit,Entire home/apt,,,f,t
9371337,19684173.0,38.94756,-77.02518,100%,100%,3.0,4.0,1.0,2.0,$74.00,1.0,1125.0,3.0,11.0,29.0,279.0,97.0,8.0,1.0,4.75,4.86,4.85,4.98,4.91,4.76,4.65,2.0,2.0,0.0,0.84,48.0,3552.0,1.0,3.0,0.0,1.0,1125.0,Entire home,"Washington, D.C., DC",within an hour,t,t,"Brightwood Park, Crestwood, Petworth",Entire home,Entire home/apt,13/12/2015,26/05/2025,f,t
9473056,13716353.0,38.89165,-76.99154,100%,88%,1.0,2.0,1.0,2.0,$103.00,31.0,1125.0,0.0,21.0,35.0,291.0,24.0,2.0,0.0,4.96,4.92,5.0,5.0,5.0,4.96,4.92,1.0,1.0,0.0,0.21,124.0,12772.0,1.0,1.0,0.0,31.0,1125.0,Entire guest suite,"Washington, DC",within a day,t,t,"Capitol Hill, Lincoln Park",Entire guest suite,Entire home/apt,08/02/2016,13/04/2025,f,t
9486921,49170773.0,38.94146,-76.98618,,67%,1.0,2.0,1.0,1.0,$76.00,1.0,20.0,8.0,17.0,17.0,17.0,194.0,10.0,0.0,4.77,4.8,4.79,4.9,4.94,4.63,4.74,1.0,1.0,0.0,1.68,60.0,4560.0,1.0,1.0,0.0,1.3,20.0,Entire guest suite,"Washington, DC",,t,t,"North Michigan Park, Michigan Park, University Heights",Entire guest suite,Entire home/apt,18/12/2015,15/12/2024,f,t
9704912,36275317.0,38.91602,-77.00311,100%,50%,1.0,4.0,,,,30.0,365.0,0.0,0.0,0.0,167.0,28.0,4.0,1.0,4.89,4.85,4.75,5.0,5.0,4.45,4.6,1.0,1.0,0.0,0.26,240.0,,2.0,1.0,0.0,30.0,365.0,Entire townhouse,"Washington, DC",within a few hours,t,t,"Edgewood, Bloomingdale, Truxton Circle, Eckington",Entire townhouse,Entire home/apt,24/07/2016,31/05/2025,f,t
9732220,44218721.0,38.92671,-77.05426,100%,100%,1.0,4.0,1.0,1.0,$176.00,2.0,1125.0,7.0,30.0,54.0,314.0,391.0,56.0,3.0,4.93,4.94,4.88,4.96,4.96,4.98,4.87,1.0,1.0,0.0,3.48,255.0,44880.0,1.0,1.0,0.0,2.0,1125.0,Entire home,"Washington, DC",within an hour,t,t,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",Entire home,Entire home/apt,22/03/2016,04/06/2025,t,t
9855547,20371167.0,38.86547,-76.9873,100%,100%,3.0,2.0,1.0,1.0,$54.00,3.0,40.0,10.0,10.0,10.0,10.0,297.0,8.0,2.0,4.74,4.84,4.72,4.89,4.89,4.47,4.73,2.0,0.0,2.0,2.58,48.0,2592.0,1.0,2.0,0.0,3.0,1125.0,Private room in home,"Washington, DC",within an hour,f,t,Historic Anacostia,Private room in home,Private room,30/12/2015,31/05/2025,f,t
9907100,3197708.0,38.94156,-77.03125,90%,100%,1.0,4.0,1.0,1.0,$91.00,3.0,730.0,2.0,7.0,24.0,24.0,72.0,12.0,1.0,4.79,4.94,4.83,4.97,4.9,4.8,4.86,1.0,1.0,0.0,0.67,72.0,6552.0,1.0,1.0,0.0,3.0,1125.0,Entire rental unit,"Washington, DC",within an hour,f,f,"Brightwood Park, Crestwood, Petworth",Entire rental unit,Entire home/apt,24/08/2016,26/05/2025,f,t
9973170,27550391.0,38.90915,-77.06228,100%,100%,2.0,4.0,1.0,2.0,$159.00,1.0,730.0,2.0,18.0,48.0,149.0,373.0,62.0,3.0,4.97,4.95,4.95,4.99,4.98,4.99,4.89,2.0,2.0,0.0,3.28,255.0,40545.0,1.0,2.0,0.0,1.0,730.0,Floor,"Washington, DC",within an hour,t,t,"Georgetown, Burleith/Hillandale",Floor,Entire home/apt,15/02/2016,12/06/2025,f,t
10082572,46722229.0,38.9659,-77.00427,,100%,2.0,4.0,1.0,2.0,$89.00,30.0,1125.0,0.0,0.0,0.0,137.0,139.0,6.0,0.0,4.73,4.82,4.87,4.91,4.95,4.58,4.78,1.0,1.0,0.0,1.21,255.0,22695.0,2.0,1.0,0.0,30.0,1125.0,Entire home,"Washington, DC",,t,t,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",Entire home,Entire home/apt,28/12/2015,07/03/2025,f,t
10311634,53056625.0,38.9225,-77.0409,100%,81%,1.0,2.0,1.0,1.0,$180.00,3.0,1125.0,20.0,39.0,69.0,69.0,77.0,7.0,0.0,4.83,4.94,4.9,5.0,4.97,4.95,4.8,1.0,1.0,0.0,0.69,42.0,7560.0,1.0,1.0,0.0,1.6,1125.0,Entire rental unit,"Washington, DC",within an hour,f,t,"Kalorama Heights, Adams Morgan, Lanier Heights",Entire rental unit,Entire home/apt,25/03/2016,17/05/2025,f,t
10384001,44636030.0,38.89257,-77.00035,100%,92%,3.0,4.0,2.0,2.0,$157.00,3.0,7.0,12.0,32.0,62.0,62.0,230.0,31.0,1.0,4.79,4.86,4.89,4.93,4.86,4.96,4.79,1.0,0.0,1.0,2.04,186.0,29202.0,2.0,1.0,0.0,3.9,7.0,Private room in townhouse,"Washington, DC",within an hour,f,t,"Union Station, Stanton Park, Kingman Park",Private room in townhouse,Private room,13/03/2016,02/06/2025,f,t
10429628,53719149.0,38.8944,-76.99769,100%,85%,2.0,3.0,1.0,1.0,$155.00,3.0,1125.0,2.0,2.0,20.0,278.0,22.0,7.0,0.0,4.91,4.95,5.0,5.0,4.95,4.95,4.82,1.0,1.0,0.0,0.22,42.0,6510.0,1.0,1.0,0.0,3.0,1125.0,Entire rental unit,"Washington, DC",within an hour,t,t,"Union Station, Stanton Park, Kingman Park",Entire rental unit,Entire home/apt,15/03/2017,25/04/2025,f,t
10453467,53857552.0,38.94347,-77.03499,100%,,1.0,2.0,,,,31.0,1125.0,0.0,0.0,0.0,167.0,65.0,0.0,0.0,4.97,4.94,4.97,5.0,5.0,4.83,4.88,1.0,0.0,1.0,0.57,0.0,,,1.0,0.0,31.0,1125.0,Private room in home,"Washington, DC",within a day,f,t,"Brightwood Park, Crestwood, Petworth",Private room in home,Private room,18/01/2016,27/05/2019,f,t
10542403,54362762.0,38.89909,-76.98726,100%,100%,1.0,4.0,1.0,2.0,$141.00,3.0,320.0,12.0,23.0,26.0,26.0,327.0,38.0,4.0,4.97,4.98,4.98,4.97,4.99,4.82,4.94,1.0,1.0,0.0,2.99,228.0,32148.0,1.0,1.0,0.0,2.9,1125.0,Entire rental unit,"Washington, DC",within an hour,t,t,"Union Station, Stanton Park, Kingman Park",Entire rental unit,Entire home/apt,27/06/2016,11/06/2025,f,t
10551108,46282344.0,38.88231,-76.99749,90%,100%,1.0,4.0,,,,2.0,1125.0,0.0,0.0,0.0,0.0,151.0,9.0,2.0,4.93,4.98,4.93,4.98,5.0,4.99,4.83,1.0,1.0,0.0,1.34,54.0,,1.0,1.0,0.0,2.0,1125.0,Entire rental unit,"Washington, DC",within a few hours,f,t,"Capitol Hill, Lincoln Park",Entire rental unit,Entire home/apt,17/03/2016,22/05/2025,f,t
10626368,16794398.0,38.88335,-76.9851,100%,99%,1.0,2.0,1.0,1.0,$124.00,2.0,14.0,4.0,12.0,31.0,176.0,530.0,63.0,3.0,4.85,4.93,4.84,4.95,4.94,4.92,4.87,1.0,1.0,0.0,4.67,255.0,31620.0,0.0,1.0,0.0,1.0,14.0,Entire rental unit,"Washington, DC",within an hour,t,t,"Capitol Hill, Lincoln Park",Entire rental unit,Entire home/apt,21/02/2016,30/05/2025,t,t
10654687,52821397.0,38.93469,-76.9768,100%,99%,2.0,4.0,1.0,1.0,$95.00,2.0,31.0,0.0,0.0,0.0,73.0,69.0,29.0,4.0,4.91,4.96,4.9,5.0,5.0,4.79,4.93,1.0,1.0,0.0,0.61,174.0,16530.0,1.0,2.0,0.0,2.0,1125.0,Entire guest suite,"Washington, DC",within an hour,t,t,"Brookland, Brentwood, Langdon",Entire guest suite,Entire home/apt,25/03/2016,08/06/2025,f,t
