id,host_id,latitude,longitude,host_response_rate,host_acceptance_rate,host_total_listings_count,accommodates,bathrooms,beds,price,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,reviews_per_month,estimated_occupancy_l365d,estimated_revenue_l365d,bedrooms,host_listings_count,calculated_host_listings_count_shared_rooms,minimum_nights_avg_ntm,maximum_nights_avg_ntm,property_type,host_location,host_response_time,host_is_superhost,host_identity_verified,neighbourhood_cleansed,property_type.1,room_type,first_review,last_review,instant_bookable,has_availability
16296814,106615219.0,38.91937,-77.02856,100%,100%,4.0,5.0,2.0,2.0,$174.00,3.0,30.0,4.0,16.0,27.0,234.0,311.0,55.0,5.0,4.96,4.98,4.95,4.98,4.95,4.9,4.91,1.0,1.0,0.0,3.04,255.0,44370.0,2.0,1.0,0.0,3.0,1125.0,Entire rental unit,"Washington, DC",within an hour,t,f,"Howard University, Le Droit Park, Cardozo/Shaw",Entire rental unit,Entire home/apt,23/01/2017,03/06/2025,t,t
16323750,13360566.0,38.90461,-77.01486,,100%,2.0,4.0,,,,4.0,1125.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,4.88,4.92,4.71,5.0,5.0,4.83,4.92,1.0,1.0,0.0,0.28,0.0,,2.0,1.0,0.0,4.0,1125.0,Entire home,"Washington, DC",,f,t,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",Entire home,Entire home/apt,13/06/2018,26/05/2024,f,t
16332139,106911033.0,38.95273,-77.09398,100%,,1.0,5.0,2.0,2.0,$300.00,31.0,180.0,27.0,57.0,87.0,362.0,9.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,0.0,0.11,0.0,0.0,3.0,1.0,0.0,31.0,180.0,Entire home,"Washington, DC",within a day,f,f,"Friendship Heights, American University Park, Tenleytown",Entire home,Entire home/apt,30/07/2018,16/09/2021,f,t
16344458,31271409.0,38.91044,-77.02902,100%,100%,1.0,4.0,,,,3.0,28.0,15.0,45.0,75.0,252.0,69.0,28.0,3.0,4.93,4.96,4.88,4.97,4.94,4.99,4.86,1.0,1.0,0.0,0.69,168.0,,2.0,1.0,0.0,3.0,1125.0,Entire townhouse,"Washington, DC",within an hour,t,t,"Shaw, Logan Circle",Entire townhouse,Entire home/apt,20/03/2017,15/06/2025,f,t
16348636,6655288.0,38.95799,-77.01028,86%,91%,1.0,4.0,1.0,2.0,$75.00,2.0,180.0,14.0,35.0,59.0,149.0,219.0,34.0,3.0,4.89,4.92,4.94,4.99,4.92,4.73,4.89,1.0,1.0,0.0,2.13,204.0,15300.0,1.0,1.0,0.0,2.0,180.0,Entire guest suite,"Washington, DC",within an hour,t,t,"Takoma, Brightwood, Manor Park",Entire guest suite,Entire home/apt,03/01/2017,08/06/2025,f,t
16376614,31214578.0,38.93436,-77.04308,100%,100%,3.0,2.0,1.0,1.0,$135.00,31.0,1125.0,0.0,0.0,29.0,304.0,14.0,0.0,0.0,4.64,5.0,4.57,5.0,5.0,4.93,4.57,1.0,1.0,0.0,0.17,0.0,0.0,1.0,1.0,0.0,31.0,1125.0,Entire rental unit,"Washington, DC",within a day,t,f,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire rental unit,Entire home/apt,05/07/2018,12/05/2024,f,t
16395494,42534044.0,38.9113,-77.02155,,,2.0,1.0,1.0,1.0,$231.00,31.0,1125.0,29.0,59.0,89.0,364.0,83.0,0.0,0.0,4.93,4.92,4.96,4.98,4.98,4.96,4.84,1.0,0.0,1.0,0.81,0.0,0.0,1.0,1.0,0.0,31.0,1125.0,Private room in townhouse,"Washington, DC",,f,t,"Shaw, Logan Circle",Private room in townhouse,Private room,08/01/2017,16/01/2020,f,t
16413061,107552587.0,38.8865,-76.99323,,0%,1.0,4.0,1.0,3.0,$267.00,4.0,1125.0,0.0,0.0,14.0,104.0,102.0,0.0,0.0,4.98,5.0,4.99,4.99,5.0,4.98,4.95,1.0,1.0,0.0,1.01,0.0,0.0,1.0,1.0,0.0,4.0,1125.0,Entire rental unit,"Washington, DC",,f,t,"Capitol Hill, Lincoln Park",Entire rental unit,Entire home/apt,13/03/2017,23/07/2023,f,t
16415014,107569275.0,38.92987,-77.02406,100%,87%,2.0,1.0,1.0,1.0,$86.00,2.0,14.0,1.0,1.0,1.0,127.0,39.0,10.0,1.0,4.95,4.9,4.79,4.87,4.92,4.82,4.79,1.0,0.0,1.0,0.38,60.0,5160.0,1.0,2.0,0.0,2.0,14.0,Private room in townhouse,"Washington, DC",within an hour,f,t,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Private room in townhouse,Private room,22/01/2017,08/06/2025,f,t
16427522,107697689.0,38.93728,-77.02303,100%,100%,1.0,3.0,1.0,1.0,$104.00,2.0,30.0,6.0,20.0,30.0,68.0,476.0,58.0,3.0,4.91,4.94,4.93,4.96,4.97,4.87,4.89,1.0,1.0,0.0,4.64,255.0,26520.0,0.0,1.0,0.0,1.9,1125.0,Entire guest suite,"Washington, DC",within an hour,t,t,"Brightwood Park, Crestwood, Petworth",Entire guest suite,Entire home/apt,16/01/2017,04/06/2025,t,t
16448459,107888317.0,38.97313309,-77.02529907,100%,91%,2.0,4.0,1.0,3.0,$106.00,7.0,365.0,12.0,20.0,42.0,301.0,74.0,15.0,1.0,4.97,4.99,4.96,4.95,4.99,4.91,4.93,1.0,1.0,0.0,1.15,210.0,22260.0,2.0,2.0,0.0,7.0,365.0,Entire rental unit,"Washington, DC",within an hour,t,t,"Takoma, Brightwood, Manor Park",Entire rental unit,Entire home/apt,29/02/2020,22/05/2025,f,t
16462028,108007021.0,38.89236,-77.00129,100%,67%,1.0,6.0,,,,31.0,90.0,0.0,0.0,8.0,99.0,151.0,1.0,0.0,4.8,4.83,4.46,4.99,4.95,4.99,4.8,1.0,1.0,0.0,1.48,62.0,,3.0,1.0,0.0,31.0,1125.0,Entire townhouse,"Washington, DC",within a few hours,f,t,"Union Station, Stanton Park, Kingman Park",Entire townhouse,Entire home/apt,21/01/2017,15/01/2025,f,t
16472693,20242496.0,38.90199,-76.9897,100%,63%,2.0,4.0,1.5,3.0,$129.00,31.0,365.0,0.0,0.0,4.0,279.0,5.0,3.0,0.0,5.0,5.0,5.0,5.0,5.0,4.6,5.0,1.0,1.0,0.0,0.22,186.0,23994.0,3.0,1.0,0.0,31.0,365.0,Entire townhouse,"Washington, DC",within a day,t,t,"Union Station, Stanton Park, Kingman Park",Entire townhouse,Entire home/apt,30/07/2023,10/01/2025,f,t
16487475,108261325.0,38.95697,-77.03259,90%,99%,2.0,2.0,1.0,1.0,$72.00,2.0,30.0,12.0,23.0,42.0,306.0,546.0,60.0,4.0,4.81,4.87,4.83,4.97,4.94,4.79,4.82,1.0,1.0,0.0,5.3,255.0,18360.0,0.0,1.0,0.0,2.0,1125.0,Entire guest suite,"Washington, DC",within an hour,t,t,"Brightwood Park, Crestwood, Petworth",Entire guest suite,Entire home/apt,01/01/2017,07/06/2025,f,t
16515949,2024948.0,38.90658,-77.01497,100%,100%,3.0,4.0,1.0,2.0,$104.00,32.0,128.0,0.0,5.0,35.0,233.0,84.0,1.0,0.0,4.94,4.96,4.89,4.98,4.94,4.87,4.93,3.0,3.0,0.0,1.21,64.0,6656.0,1.0,3.0,0.0,32.0,1125.0,Entire rental unit,"Washington, DC",within a few hours,t,t,"Edgewood, Bloomingdale, Truxton Circle, Eckington",Entire rental unit,Entire home/apt,13/10/2019,28/07/2024,f,t
16518770,36993961.0,38.89414,-76.98288,100%,94%,1.0,2.0,1.0,1.0,$128.00,3.0,730.0,0.0,27.0,57.0,147.0,134.0,13.0,3.0,4.93,4.97,4.97,4.98,4.99,4.81,4.86,1.0,1.0,0.0,1.42,78.0,9984.0,1.0,1.0,0.0,3.0,730.0,Entire townhouse,"Washington, DC",within an hour,t,f,"Union Station, Stanton Park, Kingman Park",Entire townhouse,Entire home/apt,17/09/2017,08/06/2025,f,t
16521785,108624574.0,38.8762,-77.00938,100%,100%,2.0,6.0,1.0,2.0,$190.00,31.0,1125.0,15.0,45.0,75.0,255.0,205.0,0.0,0.0,4.63,4.68,4.68,4.88,4.82,4.72,4.67,1.0,1.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,31.0,1125.0,Entire rental unit,"Washington, DC",within an hour,f,t,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",Entire rental unit,Entire home/apt,13/01/2017,24/05/2022,f,t
16589585,24051505.0,38.88635,-77.00181,100%,100%,1.0,3.0,1.0,2.0,$90.00,30.0,1125.0,0.0,1.0,1.0,219.0,306.0,2.0,0.0,4.89,4.93,4.89,4.93,4.97,4.99,4.85,1.0,1.0,0.0,3.02,120.0,10800.0,1.0,1.0,0.0,25.9,1125.0,Entire rental unit,"New York, NY",within a few hours,t,t,"Capitol Hill, Lincoln Park",Entire rental unit,Entire home/apt,18/02/2017,22/02/2025,f,t
16605239,109568164.0,38.89962,-76.97918,100%,90%,2.0,3.0,1.0,1.0,$62.00,3.0,700.0,7.0,14.0,41.0,41.0,136.0,13.0,1.0,4.83,4.9,4.87,4.96,4.9,4.56,4.84,1.0,1.0,0.0,1.34,78.0,4836.0,1.0,1.0,0.0,3.0,700.0,Entire guest suite,"Washington, DC",within a day,f,t,"Ivy City, Arboretum, Trinidad, Carver Langston",Entire guest suite,Entire home/apt,24/02/2017,02/06/2025,f,t
16613766,5437227.0,38.9001,-76.99877,100%,100%,1.0,2.0,1.0,1.0,$180.00,2.0,21.0,24.0,54.0,84.0,352.0,13.0,4.0,1.0,4.85,5.0,5.0,5.0,5.0,4.85,4.77,1.0,1.0,0.0,0.13,24.0,4320.0,0.0,1.0,0.0,2.0,1125.0,Entire rental unit,,within an hour,f,f,"Union Station, Stanton Park, Kingman Park",Entire rental unit,Entire home/apt,22/01/2017,16/06/2025,t,t
16629472,9306094.0,38.89491,-76.98266,100%,99%,2.0,3.0,1.0,1.0,$92.00,1.0,1125.0,5.0,18.0,47.0,315.0,530.0,54.0,4.0,4.82,4.89,4.79,4.96,4.98,4.75,4.78,1.0,1.0,0.0,5.26,255.0,23460.0,1.0,1.0,0.0,1.0,1125.0,Entire rental unit,"Washington, DC",within an hour,f,t,"Union Station, Stanton Park, Kingman Park",Entire rental unit,Entire home/apt,11/03/2017,03/06/2025,f,t
16632172,109863105.0,38.9308981,-77.0267265,100%,89%,1.0,3.0,2.0,2.0,$124.00,3.0,40.0,19.0,40.0,70.0,253.0,25.0,25.0,4.0,4.8,4.84,4.68,4.84,4.84,4.8,4.72,1.0,1.0,0.0,3.95,150.0,18600.0,2.0,1.0,0.0,3.1,40.0,Entire home,"Washington, DC",within an hour,f,t,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire home,Entire home/apt,10/12/2024,10/06/2025,f,t
16678182,95221142.0,38.88886,-77.00077,100%,100%,2.0,4.0,1.0,2.0,$214.00,2.0,30.0,26.0,56.0,86.0,120.0,81.0,7.0,1.0,4.94,4.95,4.93,5.0,5.0,4.99,4.93,2.0,2.0,0.0,0.87,42.0,8988.0,0.0,2.0,0.0,2.0,30.0,Entire townhouse,"Washington, DC",within an hour,t,t,"Capitol Hill, Lincoln Park",Entire townhouse,Entire home/apt,01/11/2017,15/06/2025,f,t
16684913,11236131.0,38.89342,-76.9918,100%,99%,1.0,4.0,1.0,1.0,$159.00,1.0,29.0,0.0,3.0,5.0,108.0,426.0,60.0,0.0,4.89,4.92,4.85,4.97,4.97,4.94,4.87,1.0,1.0,0.0,4.16,255.0,40545.0,1.0,1.0,0.0,1.0,1125.0,Entire rental unit,"Washington, DC",within an hour,t,t,"Union Station, Stanton Park, Kingman Park",Entire rental unit,Entire home/apt,21/01/2017,16/05/2025,f,t
16684937,9771947.0,38.89888,-77.02738,100%,100%,3.0,3.0,1.0,1.0,$325.00,2.0,125.0,21.0,45.0,75.0,161.0,60.0,21.0,1.0,5.0,4.98,4.95,4.93,5.0,5.0,4.93,1.0,1.0,0.0,0.59,126.0,40950.0,1.0,2.0,0.0,2.0,1125.0,Entire rental unit,,within an hour,t,t,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",Entire rental unit,Entire home/apt,21/01/2017,07/06/2025,f,t
16710435,66251356.0,38.92825,-77.03209,100%,100%,1.0,4.0,1.0,2.0,$90.00,31.0,90.0,1.0,10.0,11.0,255.0,194.0,5.0,1.0,4.96,4.99,4.94,4.97,4.97,4.96,4.93,1.0,1.0,0.0,1.96,255.0,22950.0,1.0,1.0,0.0,31.0,1125.0,Entire guest suite,"Washington, DC",within a few hours,t,t,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire guest suite,Entire home/apt,26/04/2017,07/06/2025,f,t
16716427,54138089.0,38.92782,-77.05508,,96%,1.0,3.0,,,,1.0,31.0,0.0,0.0,0.0,0.0,516.0,40.0,0.0,4.96,4.97,4.98,4.96,4.98,4.98,4.95,1.0,1.0,0.0,5.04,240.0,,,1.0,0.0,1.0,31.0,Entire rental unit,"Washington, DC",,f,f,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",Entire rental unit,Entire home/apt,21/01/2017,24/11/2024,f,t
16738134,21706236.0,38.90011,-76.99006,100%,100%,1.0,3.0,1.0,2.0,$185.00,2.0,1125.0,24.0,54.0,84.0,346.0,183.0,0.0,0.0,4.98,4.98,4.95,4.99,5.0,4.9,4.88,1.0,1.0,0.0,1.86,0.0,0.0,1.0,1.0,0.0,2.0,1125.0,Entire guesthouse,"Washington, DC",within an hour,f,t,"Union Station, Stanton Park, Kingman Park",Entire guesthouse,Entire home/apt,24/05/2017,13/11/2022,f,t
16741874,5850.0,38.91289,-77.07197,100%,82%,3.0,2.0,1.0,1.0,$146.00,4.0,29.0,2.0,17.0,17.0,17.0,164.0,1.0,0.0,4.79,4.87,4.93,4.93,4.93,4.91,4.75,2.0,2.0,0.0,1.6,8.0,1168.0,1.0,2.0,0.0,4.0,29.0,Entire guest suite,"Washington, DC",within a few hours,t,t,"Georgetown, Burleith/Hillandale",Entire guest suite,Entire home/apt,18/01/2017,02/07/2024,f,t
16757351,111207965.0,38.88482,-76.99314,100%,,2.0,1.0,,,,31.0,1125.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,4.82,4.93,4.89,4.93,4.93,4.89,4.86,1.0,0.0,1.0,0.28,0.0,,,1.0,0.0,31.0,1125.0,Private room in townhouse,"Washington, DC",within a few hours,f,t,"Capitol Hill, Lincoln Park",Private room in townhouse,Private room,12/03/2017,26/10/2019,f,t
16772479,6472382.0,38.9383,-77.02154,,0%,5.0,1.0,,,,60.0,180.0,17.0,47.0,77.0,77.0,0.0,0.0,0.0,,,,,,,,1.0,0.0,1.0,,0.0,,,1.0,0.0,60.0,180.0,Private room in home,"Washington, DC",,f,t,"Brightwood Park, Crestwood, Petworth",Private room in home,Private room,,,f,t
16781108,387733.0,38.89853,-76.98907,100%,78%,1.0,4.0,,,,3.0,1125.0,6.0,26.0,42.0,270.0,36.0,5.0,2.0,4.97,5.0,5.0,5.0,5.0,4.97,4.94,1.0,1.0,0.0,0.36,30.0,,2.0,1.0,0.0,3.0,1125.0,Entire home,"Washington, DC",within a few hours,f,t,"Union Station, Stanton Park, Kingman Park",Entire home,Entire home/apt,19/03/2017,16/06/2025,f,t
16820068,639308.0,38.86453,-76.97491,100%,100%,5.0,2.0,1.0,1.0,$200.00,31.0,1125.0,30.0,60.0,90.0,270.0,0.0,0.0,0.0,,,,,,,,1.0,0.0,1.0,,0.0,0.0,1.0,2.0,0.0,31.0,1125.0,Private room in rental unit,"Ibanda, Uganda",within an hour,f,t,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",Private room in rental unit,Private room,,,t,t
16821423,111914877.0,38.90529,-76.98236,,0%,1.0,3.0,1.0,1.0,$70.00,31.0,180.0,0.0,0.0,11.0,101.0,105.0,0.0,0.0,4.87,4.93,4.84,4.96,4.94,4.6,4.87,1.0,1.0,0.0,1.03,0.0,0.0,1.0,1.0,0.0,31.0,180.0,Entire rental unit,"Washington, DC",,f,t,"Ivy City, Arboretum, Trinidad, Carver Langston",Entire rental unit,Entire home/apt,21/01/2017,11/08/2019,f,t
16829087,26206487.0,38.94625,-76.98115,100%,93%,2.0,3.0,1.0,2.0,$80.00,5.0,94.0,10.0,10.0,10.0,10.0,126.0,6.0,1.0,4.95,4.93,4.96,4.98,4.98,4.77,4.95,1.0,1.0,0.0,1.25,60.0,4800.0,1.0,1.0,0.0,5.0,94.0,Entire guest suite,"Washington, DC",within a few hours,t,t,"North Michigan Park, Michigan Park, University Heights",Entire guest suite,Entire home/apt,11/03/2017,23/05/2025,f,t
16830342,14290568.0,38.92377,-76.98026,100%,96%,1.0,4.0,1.0,1.0,$91.00,2.0,21.0,25.0,55.0,78.0,353.0,157.0,18.0,3.0,4.9,4.92,4.86,4.97,4.93,4.75,4.82,1.0,1.0,0.0,1.54,108.0,9828.0,1.0,1.0,0.0,2.0,1125.0,Entire rental unit,"Washington, DC",within an hour,t,f,"Brookland, Brentwood, Langdon",Entire rental unit,Entire home/apt,23/01/2017,07/06/2025,f,t
16832746,112036330.0,38.93345,-76.99167,,,2.0,2.0,1.0,1.0,$90.00,31.0,1125.0,30.0,60.0,90.0,365.0,15.0,0.0,0.0,4.67,4.93,4.8,5.0,4.79,4.93,4.93,1.0,1.0,0.0,0.15,0.0,0.0,1.0,1.0,0.0,31.0,1125.0,Entire rental unit,,,f,t,"Brookland, Brentwood, Langdon",Entire rental unit,Entire home/apt,14/04/2017,20/09/2018,t,t
16882568,112575738.0,38.88474,-77.00349,100%,100%,1.0,2.0,1.0,2.0,$150.00,2.0,1125.0,0.0,1.0,3.0,184.0,528.0,44.0,1.0,4.99,4.99,4.97,4.99,4.98,5.0,4.95,1.0,1.0,0.0,5.23,255.0,38250.0,1.0,1.0,0.0,2.0,1125.0,Entire rental unit,United States,within an hour,t,t,"Capitol Hill, Lincoln Park",Entire rental unit,Entire home/apt,05/03/2017,19/05/2025,t,t
16885819,89707115.0,38.95162,-77.0948,100%,0%,6.0,2.0,1.0,1.0,$125.00,14.0,180.0,29.0,59.0,89.0,364.0,6.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,4.8,5.0,2.0,1.0,1.0,0.06,0.0,0.0,1.0,2.0,0.0,14.0,180.0,Private room in home,"Washington, DC",within a day,f,t,"Friendship Heights, American University Park, Tenleytown",Private room in home,Private room,03/02/2017,25/08/2017,f,t
16945597,104560694.0,38.93056,-76.96436,100%,100%,5.0,2.0,1.0,1.0,$82.00,3.0,90.0,0.0,1.0,4.0,66.0,27.0,8.0,0.0,4.96,5.0,5.0,4.96,5.0,4.85,4.89,1.0,1.0,0.0,0.28,48.0,3936.0,1.0,1.0,0.0,14.7,969.0,Entire home,"Washington, DC",within an hour,f,t,"Woodridge, Fort Lincoln, Gateway",Entire home,Entire home/apt,01/06/2017,29/04/2025,f,t
17000226,113917603.0,38.96091,-77.08014,100%,100%,1.0,5.0,1.0,1.0,$116.00,3.0,21.0,13.0,29.0,49.0,213.0,113.0,16.0,2.0,4.98,4.99,4.96,4.98,5.0,4.95,4.95,1.0,1.0,0.0,1.12,96.0,11136.0,1.0,1.0,0.0,3.0,1125.0,Entire guest suite,"Washington, DC",within an hour,t,t,"Friendship Heights, American University Park, Tenleytown",Entire guest suite,Entire home/apt,26/02/2017,02/06/2025,f,t
17044362,500279.0,38.90624,-77.06477,100%,98%,6.0,2.0,1.0,1.0,$149.00,2.0,1125.0,5.0,18.0,24.0,146.0,381.0,54.0,3.0,4.98,4.96,4.96,4.99,5.0,5.0,4.92,1.0,1.0,0.0,3.78,255.0,37995.0,1.0,1.0,0.0,2.0,1125.0,Entire rental unit,"Washington, DC",within an hour,t,f,"Georgetown, Burleith/Hillandale",Entire rental unit,Entire home/apt,05/03/2017,07/06/2025,f,t
17107031,73159980.0,38.9657,-77.02255,100%,70%,2.0,1.0,1.5,1.0,$58.00,25.0,45.0,9.0,39.0,69.0,69.0,42.0,7.0,0.0,4.9,4.95,4.95,5.0,4.93,4.76,4.83,2.0,0.0,2.0,0.42,255.0,14790.0,1.0,2.0,0.0,25.0,45.0,Private room in townhouse,"Washington, DC",within an hour,t,t,"Takoma, Brightwood, Manor Park",Private room in townhouse,Private room,25/03/2017,02/04/2025,f,t
17116424,24863780.0,38.87761,-76.94124,100%,92%,1.0,6.0,2.0,3.0,$265.00,2.0,1125.0,13.0,38.0,68.0,158.0,107.0,16.0,2.0,4.85,4.83,4.89,4.98,4.97,4.55,4.73,1.0,1.0,0.0,2.32,96.0,25440.0,3.0,1.0,0.0,2.0,1125.0,Entire home,"Washington, DC",within an hour,t,t,"Capitol View, Marshall Heights, Benning Heights",Entire home,Entire home/apt,05/09/2021,02/06/2025,f,t
17210375,8244177.0,38.90297,-76.99387,100%,100%,1.0,4.0,1.0,1.0,$107.00,2.0,1125.0,3.0,3.0,28.0,127.0,390.0,21.0,1.0,4.88,4.9,4.88,4.98,4.94,4.87,4.85,1.0,1.0,0.0,3.84,126.0,13482.0,1.0,1.0,0.0,1.7,1125.0,Entire rental unit,"Washington, DC",within an hour,f,t,"Union Station, Stanton Park, Kingman Park",Entire rental unit,Entire home/apt,12/02/2017,02/06/2025,f,t
17234433,19800280.0,38.91114,-77.06637,100%,100%,2.0,2.0,1.0,1.0,$84.00,1.0,90.0,13.0,15.0,21.0,198.0,249.0,32.0,5.0,4.71,4.8,4.83,4.87,4.84,4.89,4.67,1.0,0.0,1.0,2.49,192.0,16128.0,1.0,1.0,0.0,1.0,90.0,Private room in townhouse,"Washington, DC",within an hour,t,t,"Georgetown, Burleith/Hillandale",Private room in townhouse,Private room,26/03/2017,10/06/2025,t,t
17387565,117540962.0,38.95308,-77.01565,100%,100%,1.0,2.0,1.0,1.0,$110.00,2.0,60.0,22.0,44.0,74.0,251.0,49.0,7.0,1.0,4.76,4.76,4.9,4.98,4.92,4.61,4.76,1.0,1.0,0.0,0.49,42.0,4620.0,1.0,1.0,0.0,2.0,60.0,Entire townhouse,"Washington, DC",within an hour,f,f,"Brightwood Park, Crestwood, Petworth",Entire townhouse,Entire home/apt,16/03/2017,18/05/2025,f,t
17593445,11626707.0,38.91185,-77.06767,100%,90%,1.0,4.0,,,,31.0,1125.0,7.0,18.0,27.0,117.0,264.0,8.0,0.0,4.83,4.88,4.86,4.98,4.95,4.95,4.77,1.0,1.0,0.0,2.64,255.0,,2.0,1.0,0.0,31.0,1125.0,Entire townhouse,"San Francisco, CA",within an hour,t,f,"Georgetown, Burleith/Hillandale",Entire townhouse,Entire home/apt,31/03/2017,03/05/2025,t,t
17655720,120146441.0,38.9168,-77.03767,,100%,1.0,2.0,1.0,3.0,$125.00,31.0,1125.0,0.0,28.0,58.0,333.0,42.0,1.0,0.0,4.48,4.62,4.43,4.98,4.83,4.98,4.55,1.0,1.0,0.0,0.47,62.0,7750.0,1.0,1.0,0.0,31.0,1125.0,Entire rental unit,"Washington, DC",,f,t,"Dupont Circle, Connecticut Avenue/K Street",Entire rental unit,Entire home/apt,14/02/2018,06/12/2024,f,t
17662150,20409206.0,38.9296,-77.02724,100%,100%,1.0,2.0,1.0,1.0,$145.00,2.0,90.0,0.0,20.0,50.0,94.0,196.0,25.0,2.0,4.9,4.94,4.94,4.93,4.96,4.93,4.82,1.0,1.0,0.0,2.16,150.0,21750.0,1.0,1.0,0.0,2.0,1125.0,Entire guest suite,"Washington, DC",within an hour,t,t,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire guest suite,Entire home/apt,01/01/2018,20/05/2025,f,t
17784595,16381569.0,38.9098,-77.06075,100%,96%,2.0,2.0,1.0,2.0,$104.00,5.0,30.0,6.0,13.0,23.0,95.0,305.0,37.0,3.0,4.97,4.95,4.93,4.99,4.99,4.98,4.94,2.0,1.0,1.0,3.05,255.0,26520.0,1.0,2.0,0.0,5.0,30.0,Private room in rental unit,"Washington, DC",within an hour,t,t,"Georgetown, Burleith/Hillandale",Private room in rental unit,Private room,29/03/2017,04/06/2025,f,t
17795487,121592889.0,38.84155,-76.98263,,,2.0,6.0,1.0,2.0,$146.00,31.0,1125.0,30.0,60.0,90.0,270.0,52.0,0.0,0.0,4.6,4.83,4.71,4.88,4.9,4.67,4.65,1.0,1.0,0.0,0.54,0.0,0.0,1.0,1.0,0.0,31.0,1125.0,Entire guest suite,,,f,f,"Douglas, Shipley Terrace",Entire guest suite,Entire home/apt,27/07/2017,09/10/2022,t,t
17846412,5061.0,38.88723,-76.99504,100%,97%,2.0,2.0,1.5,1.0,$128.00,6.0,29.0,29.0,59.0,89.0,364.0,94.0,16.0,3.0,4.95,4.97,4.94,4.98,4.99,5.0,4.94,2.0,0.0,2.0,0.94,192.0,24576.0,1.0,2.0,0.0,6.0,29.0,Private room in townhouse,"Washington D.C., DC",within an hour,t,t,"Capitol Hill, Lincoln Park",Private room in townhouse,Private room,02/04/2017,14/06/2025,f,t
17908474,35829739.0,38.94896,-76.98797,100%,100%,8.0,2.0,1.0,2.0,$64.00,31.0,1125.0,0.0,10.0,40.0,130.0,116.0,0.0,0.0,4.64,4.68,4.74,4.81,4.82,4.49,4.71,1.0,1.0,0.0,1.16,0.0,0.0,1.0,6.0,0.0,31.0,1125.0,Entire guest suite,"Washington, DC",within an hour,t,t,"North Michigan Park, Michigan Park, University Heights",Entire guest suite,Entire home/apt,05/04/2017,01/03/2022,f,t
17950707,1275143.0,38.91528,-77.01457,,80%,1.0,4.0,,,,2.0,30.0,0.0,0.0,0.0,0.0,118.0,2.0,0.0,4.76,4.86,4.92,4.91,4.92,4.86,4.7,1.0,1.0,0.0,2.09,12.0,,1.0,1.0,0.0,2.0,30.0,Entire guest suite,"Washington, DC",,f,f,"Howard University, Le Droit Park, Cardozo/Shaw",Entire guest suite,Entire home/apt,26/10/2020,08/04/2025,f,
17956698,57567321.0,38.91622,-77.01785,100%,100%,2.0,2.0,1.0,1.0,$97.00,1.0,31.0,4.0,27.0,49.0,315.0,344.0,58.0,5.0,4.87,4.92,4.76,4.85,4.92,4.88,4.84,1.0,0.0,1.0,3.86,255.0,24735.0,1.0,1.0,0.0,1.0,1125.0,Private room in home,"Washington, DC",within an hour,t,t,"Howard University, Le Droit Park, Cardozo/Shaw",Private room in home,Private room,23/02/2018,10/06/2025,f,t
18025636,21536334.0,38.92749,-77.06744,,,3.0,2.0,1.0,1.0,$90.00,31.0,60.0,29.0,59.0,89.0,364.0,86.0,0.0,0.0,4.98,4.93,4.92,4.98,4.96,4.94,4.86,1.0,0.0,1.0,0.86,0.0,0.0,2.0,1.0,0.0,31.0,60.0,Private room in home,"Washington, DC",,f,t,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",Private room in home,Private room,10/04/2017,02/03/2020,f,t
18033653,17680985.0,38.91197,-77.02436,,0%,1.0,3.0,1.0,1.0,$83.00,31.0,1125.0,26.0,56.0,86.0,266.0,156.0,0.0,0.0,4.88,4.94,4.96,4.96,4.92,4.93,4.81,1.0,0.0,1.0,1.59,0.0,0.0,1.0,1.0,0.0,31.0,1125.0,Private room in home,"Washington, DC",,f,t,"Shaw, Logan Circle",Private room in home,Private room,20/05/2017,14/03/2020,f,t
