id,host_id,latitude,longitude,host_response_rate,host_acceptance_rate,host_total_listings_count,accommodates,bathrooms,beds,price,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,reviews_per_month,estimated_occupancy_l365d,estimated_revenue_l365d,bedrooms,host_listings_count,calculated_host_listings_count_shared_rooms,minimum_nights_avg_ntm,maximum_nights_avg_ntm,property_type,host_location,host_response_time,host_is_superhost,host_identity_verified,neighbourhood_cleansed,property_type.1,room_type,first_review,last_review,instant_bookable,has_availability
16885819,89707115,38.95162,-77.0948,100,0,6,2,1,1,125,14,180,29,59,89,364,6,0,0,5,5,5,5,5,4.8,5,2,1,1,0.06,0,0,1,2,0,14,180,Private room in home,"Washington, DC",within a day,f,t,"Friendship Heights, American University Park, Tenleytown",Private room in home,Private room,02/03/2017,25/08/2017,f,t
16910466,112895048,38.92064,-77.00979,100,100,1,4,1,3,134,1,1125,3,7,23,253,576,73,5,4.73,4.8,4.61,4.94,4.94,4.82,4.75,1,1,0,5.66,255,34170,2,1,0,1,1125,Entire rental unit,"Washington, DC",within an hour,f,t,"Edgewood, Bloomingdale, Truxton Circle, Eckington",Entire rental unit,Entire home/apt,02/05/2017,15/06/2025,t,t
16945597,104560694,38.93056,-76.96436,100,100,5,2,1,1,82,3,90,0,1,4,66,27,8,0,4.96,5,5,4.96,5,4.85,4.89,1,1,0,0.28,48,3936,1,1,0,14.7,969,Entire home,"Washington, DC",within an hour,f,t,"Woodridge, Fort Lincoln, Gateway",Entire home,Entire home/apt,06/01/2017,29/04/2025,f,t
16959752,4642626,38.88101,-76.99893,91,63,24,4,1.5,2,190,31,1125,14,44,74,254,4,0,0,5,5,4.25,5,5,5,5,4,2,2,0.05,0,0,2,13,0,31,1125,Entire townhouse,"Kigali, Rwanda",within a few hours,t,t,"Capitol Hill, Lincoln Park",Entire townhouse,Entire home/apt,03/10/2019,17/01/2021,f,t
16973661,74673637,38.90045,-76.95043,100,99,1,7,3.5,4,245,1,1125,7,34,64,335,279,35,4,4.95,4.95,4.87,4.96,4.96,4.64,4.89,1,1,0,2.91,210,51450,3,1,0,3.5,1125,Entire townhouse,"Washington, DC",within an hour,t,t,"Mayfair, Hillbrook, Mahaning Heights",Entire townhouse,Entire home/apt,08/04/2017,09/06/2025,f,t
17000226,113917603,38.96091,-77.08014,100,100,1,5,1,1,116,3,21,13,29,49,213,113,16,2,4.98,4.99,4.96,4.98,5,4.95,4.95,1,1,0,1.12,96,11136,1,1,0,3,1125,Entire guest suite,"Washington, DC",within an hour,t,t,"Friendship Heights, American University Park, Tenleytown",Entire guest suite,Entire home/apt,03/10/2019,02/06/2025,f,t
17004838,4642626,38.87978,-76.99912,91,63,24,2,1.5,2,76,31,1125,16,46,76,351,5,0,0,4.2,4.6,4.6,4.2,4.2,4.2,4.2,4,2,2,0.05,0,0,2,13,0,31,1125,Private room in townhouse,"Kigali, Rwanda",within a few hours,t,t,"Near Southeast, Navy Yard",Private room in townhouse,Private room,03/10/2019,26/08/2023,f,t
17007485,100589,38.93451,-77.03201,100,25,1,3,2,1,110,80,200,0,0,0,228,11,2,0,5,5,4.91,5,5,4.91,5,1,1,0,0.12,255,28050,2,1,0,80,200,Entire home,"Washington, DC",within an hour,f,f,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire home,Entire home/apt,03/10/2019,23/10/2024,f,t
17025961,16644446,38.90601,-77.02962,100,98,186,5,1.5,3,150,7,360,0,0,0,1,12,0,0,4.75,4.75,4.67,5,5,5,4.83,26,26,0,0.12,0,0,2,75,0,18.9,360,Entire condo,United States,within an hour,t,t,"Shaw, Logan Circle",Entire condo,Entire home/apt,03/10/2019,18/03/2024,f,t
17044362,500279,38.90624,-77.06477,100,98,6,2,1,1,149,2,1125,5,18,24,146,381,54,3,4.98,4.96,4.96,4.99,5,5,4.92,1,1,0,3.78,255,37995,1,1,0,2,1125,Entire rental unit,"Washington, DC",within an hour,t,f,"Georgetown, Burleith/Hillandale",Entire rental unit,Entire home/apt,03/05/2017,07/06/2025,f,t
17078088,2230499,38.93042,-77.04305,100,98,1,8,1,4,134,1,14,1,18,43,124,478,74,11,4.85,4.88,4.9,4.93,4.97,4.93,4.77,1,1,0,4.74,255,34170,2,1,0,1,14,Entire rental unit,"Washington, DC",within an hour,t,t,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire rental unit,Entire home/apt,03/07/2017,12/06/2025,f,t
17089486,13000882,38.86844,-76.9858,100,89,2,6,2.5,3,126,2,60,1,15,35,294,245,66,5,4.86,4.9,4.92,4.94,4.95,4.42,4.84,2,2,0,4.33,255,32130,3,2,0,2,60,Entire home,"Washington, DC",within an hour,t,t,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",Entire home,Entire home/apt,03/10/2019,15/06/2025,f,t
17107031,73159980,38.9657,-77.02255,100,70,2,1,1.5,1,58,25,45,9,39,69,69,42,7,0,4.9,4.95,4.95,5,4.93,4.76,4.83,2,0,2,0.42,255,14790,1,2,0,25,45,Private room in townhouse,"Washington, DC",within an hour,t,t,"Takoma, Brightwood, Manor Park",Private room in townhouse,Private room,03/10/2019,02/04/2025,f,t
17116424,24863780,38.87761,-76.94124,100,92,1,6,2,3,265,2,1125,13,38,68,158,107,16,2,4.85,4.83,4.89,4.98,4.97,4.55,4.73,1,1,0,2.32,96,25440,3,1,0,2,1125,Entire home,"Washington, DC",within an hour,t,t,"Capitol View, Marshall Heights, Benning Heights",Entire home,Entire home/apt,09/05/2021,02/06/2025,f,t
17131099,26389480,38.92742,-77.02941,100,100,35,4,2,4,105,1,365,0,15,45,225,74,4,0,4.7,4.85,4.69,4.86,4.9,4.86,4.7,9,0,9,0.74,24,2520,1,25,0,1,1125,Private room in townhouse,"Washington, DC",within an hour,t,t,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Private room in townhouse,Private room,04/10/2017,29/03/2025,f,t
17141233,87977393,38.92295,-77.04579,100,100,8,2,1,1,116,2,89,6,19,44,319,716,40,1,4.77,4.86,4.7,4.92,4.93,4.95,4.77,6,6,0,7.07,240,27840,0,6,0,1.9,89,Entire condo,"Washington, DC",within an hour,f,t,"Kalorama Heights, Adams Morgan, Lanier Heights",Entire condo,Entire home/apt,03/10/2019,22/05/2025,t,t
17171614,26389480,38.92742,-77.02941,100,100,35,2,2,2,92,1,365,23,53,83,263,221,17,1,4.54,4.71,4.51,4.92,4.83,4.73,4.51,9,0,9,2.18,102,9384,1,25,0,1,1125,Private room in townhouse,"Washington, DC",within an hour,t,t,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Private room in townhouse,Private room,03/10/2019,24/05/2025,f,t
17210375,8244177,38.90297,-76.99387,100,100,1,4,1,1,107,2,1125,3,3,28,127,390,21,1,4.88,4.9,4.88,4.98,4.94,4.87,4.85,1,1,0,3.84,126,13482,1,1,0,1.7,1125,Entire rental unit,"Washington, DC",within an hour,f,t,"Union Station, Stanton Park, Kingman Park",Entire rental unit,Entire home/apt,02/12/2017,02/06/2025,f,t
17229275,55009,38.91195,-77.0113,46,19,17,1,1,1,56,32,1123,0,15,45,320,6,0,0,5,5,5,5,5,5,5,8,2,6,0.06,0,0,1,14,0,32,1123,Private room in condo,"London, United Kingdom",a few days or more,f,t,"Edgewood, Bloomingdale, Truxton Circle, Eckington",Private room in condo,Private room,10/08/2017,29/05/2019,f,t
17231793,487806,38.89862,-76.99468,100,99,256,2,1,1,92,2,28,2,3,33,123,667,49,3,4.92,4.94,4.92,4.92,4.9,4.92,4.89,28,28,0,6.63,255,23460,1,92,0,3.4,1125,Entire guest suite,"Washington, DC",within an hour,t,t,"Union Station, Stanton Park, Kingman Park",Entire guest suite,Entire home/apt,03/10/2019,08/06/2025,f,t
17234433,19800280,38.91114,-77.06637,100,100,2,2,1,1,84,1,90,13,15,21,198,249,32,5,4.71,4.8,4.83,4.87,4.84,4.89,4.67,1,0,1,2.49,192,16128,1,1,0,1,90,Private room in townhouse,"Washington, DC",within an hour,t,t,"Georgetown, Burleith/Hillandale",Private room in townhouse,Private room,03/10/2019,10/06/2025,t,t
17240994,15333132,38.89052,-76.92665,100,98,5,1,1,1,119,31,1125,29,59,89,179,3,0,0,3.67,3.33,4,4.67,4.33,4,3.67,1,0,1,0.03,0,12338,1,1,0,31,1125,Private room in home,"Washington, DC",within an hour,f,t,"Capitol View, Marshall Heights, Benning Heights",Private room in home,Private room,06/04/2017,01/08/2023,f,t
17248804,26389480,38.92742,-77.02941,100,100,35,2,1,1,119,1,365,0,0,0,0,117,3,0,4.37,4.7,4.56,4.9,4.94,4.84,4.4,9,0,9,1.16,18,12338,1,25,0,1,1125,Private room in townhouse,"Washington, DC",within an hour,t,t,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Private room in townhouse,Private room,03/10/2019,21/01/2025,f,t
17303429,1436380,38.91482,-77.07342,100,100,3,1,1,1,102,3,30,0,4,10,271,33,9,0,4.7,4.61,4.64,4.73,4.85,5,4.61,1,1,0,0.33,54,5508,1,1,0,3.6,1125,Entire rental unit,"Washington, DC",within an hour,f,t,"Georgetown, Burleith/Hillandale",Entire rental unit,Entire home/apt,03/10/2019,17/04/2025,t,t
17387565,117540962,38.95308,-77.01565,100,100,1,2,1,1,110,2,60,22,44,74,251,49,7,1,4.76,4.76,4.9,4.98,4.92,4.61,4.76,1,1,0,0.49,42,4620,1,1,0,2,60,Entire townhouse,"Washington, DC",within an hour,f,f,"Brightwood Park, Crestwood, Petworth",Entire townhouse,Entire home/apt,03/10/2019,18/05/2025,f,t
17419427,26389480,38.92742,-77.02941,100,100,35,4,2,2,98,1,365,30,60,90,270,100,4,1,4.71,4.76,4.64,4.89,4.92,4.74,4.7,9,0,9,0.99,24,2352,1,25,0,1,1125,Private room in townhouse,"Washington, DC",within an hour,t,t,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Private room in townhouse,Private room,03/10/2017,21/05/2025,f,t
17509770,4714927,38.93844,-77.02631,100,57,15,1,1,1,119,31,365,9,9,9,9,26,0,0,4.92,4.85,4.81,4.96,4.96,4.92,4.73,3,0,3,0.26,0,12338,3,9,0,31,365,Private room in condo,"New York, NY",within a few hours,t,t,"Brightwood Park, Crestwood, Petworth",Private room in condo,Private room,03/10/2019,11/04/2023,f,t
17566027,82332119,38.98053,-77.02711,100,100,1,16,4.5,10,2800,2,28,20,50,80,260,38,1,0,4.95,4.97,5,4.95,4.97,4.97,4.76,1,1,0,0.39,6,16800,6,1,0,2,1125,Entire home,"Washington, DC",within an hour,f,t,"Colonial Village, Shepherd Park, North Portal Estates",Entire home,Entire home/apt,03/10/2019,29/11/2024,f,t
17593445,11626707,38.91185,-77.06767,100,90,1,4,1,1,119,31,1125,7,18,27,117,264,8,0,4.83,4.88,4.86,4.98,4.95,4.95,4.77,1,1,0,2.64,255,12338,2,1,0,31,1125,Entire townhouse,"San Francisco, CA",within an hour,t,f,"Georgetown, Burleith/Hillandale",Entire townhouse,Entire home/apt,03/10/2019,03/05/2025,t,t
17620157,26389480,38.92742,-77.02941,100,100,35,2,1,1,119,1,365,0,0,0,0,104,0,0,4.53,4.83,4.57,4.95,4.97,4.83,4.6,9,0,9,1.03,0,12338,1,25,0,1,1125,Private room in townhouse,"Washington, DC",within an hour,t,t,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Private room in townhouse,Private room,03/10/2019,08/08/2021,f,t
17620806,26389480,38.92742,-77.02941,100,100,35,2,2,2,94,1,365,30,60,90,270,80,5,1,4.39,4.64,4.6,4.85,4.78,4.66,4.43,9,0,9,0.8,30,2820,1,25,0,1,1125,Private room in townhouse,"Washington, DC",within an hour,t,t,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Private room in townhouse,Private room,03/10/2019,26/05/2025,f,t
17638871,17219855,38.91258,-77.01893,100,98,5,2,1,1,119,31,365,0,0,0,0,42,0,0,4.93,4.93,4.98,4.93,5,4.95,4.87,4,0,4,0.42,0,12338,3,5,0,31,365,Private room in home,"Washington, DC",within an hour,f,t,"Shaw, Logan Circle",Private room in home,Private room,03/10/2019,04/02/2020,f,t
17640610,17219855,38.91258,-77.01893,100,98,5,2,1,1,119,31,365,0,0,0,0,23,0,0,5,4.96,4.96,4.96,5,4.87,4.96,4,0,4,0.23,0,12338,2,5,0,31,365,Private room in home,"Washington, DC",within an hour,f,t,"Shaw, Logan Circle",Private room in home,Private room,04/06/2017,29/02/2020,f,t
17655720,120146441,38.9168,-77.03767,100,100,1,2,1,3,125,31,1125,0,28,58,333,42,1,0,4.48,4.62,4.43,4.98,4.83,4.98,4.55,1,1,0,0.47,62,7750,1,1,0,31,1125,Entire rental unit,"Washington, DC",within an hour,f,t,"Dupont Circle, Connecticut Avenue/K Street",Entire rental unit,Entire home/apt,03/10/2019,06/12/2024,f,t
17657537,49670365,38.87248,-76.97408,100,91,7,5,1,3,97,4,1125,30,60,90,365,57,7,0,4.35,4.65,4.16,4.7,4.81,4.09,4.39,3,3,0,0.58,56,5432,2,4,0,3,1125,Entire rental unit,"Washington, DC",within an hour,f,t,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",Entire rental unit,Entire home/apt,05/07/2017,27/03/2025,f,t
17662150,20409206,38.9296,-77.02724,100,100,1,2,1,1,145,2,90,0,20,50,94,196,25,2,4.9,4.94,4.94,4.93,4.96,4.93,4.82,1,1,0,2.16,150,21750,1,1,0,2,1125,Entire guest suite,"Washington, DC",within an hour,t,t,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire guest suite,Entire home/apt,01/01/2018,20/05/2025,f,t
17700270,1864688,38.9191,-77.04488,100,100,22,4,1,1,119,31,750,0,0,30,210,274,3,0,4.77,4.86,4.74,4.92,4.85,4.94,4.76,2,2,0,2.75,186,12338,1,2,0,31,1125,Entire rental unit,"Washington, DC",within an hour,f,t,"Kalorama Heights, Adams Morgan, Lanier Heights",Entire rental unit,Entire home/apt,04/11/2017,04/04/2025,t,t
17733797,261256,38.92066,-77.04639,100,100,1,4,1,1,139,3,30,9,17,34,122,334,77,5,4.94,4.92,4.91,4.94,4.96,4.97,4.91,1,1,0,3.39,255,35445,1,1,0,2.7,1125,Entire townhouse,"Washington, DC",within an hour,t,t,"Kalorama Heights, Adams Morgan, Lanier Heights",Entire townhouse,Entire home/apt,03/10/2019,02/06/2025,t,t
17784595,16381569,38.9098,-77.06075,100,96,2,2,1,2,104,5,30,6,13,23,95,305,37,3,4.97,4.95,4.93,4.99,4.99,4.98,4.94,2,1,1,3.05,255,26520,1,2,0,5,30,Private room in rental unit,"Washington, DC",within an hour,t,t,"Georgetown, Burleith/Hillandale",Private room in rental unit,Private room,03/10/2019,04/06/2025,f,t
17787277,46630199,38.89634,-76.99133,99,98,316,4,1,2,121,3,100,11,41,71,161,178,19,1,4.84,4.79,4.86,4.89,4.9,4.86,4.76,85,85,0,1.78,114,13794,1,88,0,2.5,1125,Entire rental unit,"Washington, DC",within an hour,t,t,"Union Station, Stanton Park, Kingman Park",Entire rental unit,Entire home/apt,04/01/2017,01/06/2025,f,t
17795487,121592889,38.84155,-76.98263,100,98,2,6,1,2,146,31,1125,30,60,90,270,52,0,0,4.6,4.83,4.71,4.88,4.9,4.67,4.65,1,1,0,0.54,0,0,1,1,0,31,1125,Entire guest suite,"Washington, DC",within an hour,f,f,"Douglas, Shipley Terrace",Entire guest suite,Entire home/apt,03/10/2019,09/10/2022,t,t
17802334,17219855,38.91258,-77.01893,100,98,5,2,1,1,119,31,365,0,0,0,0,48,0,0,4.96,5,5,4.96,5,4.96,4.85,4,0,4,0.48,0,12338,2,5,0,31,365,Private room in home,"Washington, DC",within an hour,f,t,"Shaw, Logan Circle",Private room in home,Private room,03/10/2019,29/02/2020,f,t
17803183,121348070,38.89419525,-76.95933703,100,89,3,2,1,1,45,3,180,30,60,90,180,67,6,3,4.73,4.85,4.81,4.84,4.91,4.42,4.61,2,0,2,0.7,36,1620,1,2,0,3,1125,Private room in home,"Washington, DC",within an hour,f,t,"River Terrace, Benning, Greenway, Dupont Park",Private room in home,Private room,08/08/2017,08/06/2025,f,t
17830430,392506,38.92734,-77.03045,90,89,5,4,1,2,187,3,1125,13,43,73,348,173,19,1,4.53,4.74,4.74,4.76,4.62,4.81,4.6,2,2,0,1.73,114,21318,2,2,0,3,1125,Entire rental unit,"Washington, DC",within an hour,f,t,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire rental unit,Entire home/apt,04/08/2017,16/06/2025,f,t
17840858,3484793,38.88388,-77.00497,100,100,1,2,1,1,158,1,1125,3,24,41,290,318,51,6,4.97,4.96,4.97,4.99,4.98,4.97,4.86,1,1,0,3.18,255,40290,0,1,0,1,1125,Entire rental unit,"Washington, DC",within an hour,t,t,"Capitol Hill, Lincoln Park",Entire rental unit,Entire home/apt,04/02/2017,16/06/2025,f,t
17846412,5061,38.88723,-76.99504,100,97,2,2,1.5,1,128,6,29,29,59,89,364,94,16,3,4.95,4.97,4.94,4.98,4.99,5,4.94,2,0,2,0.94,192,24576,1,2,0,6,29,Private room in townhouse,"Washington D.C., DC",within an hour,t,t,"Capitol Hill, Lincoln Park",Private room in townhouse,Private room,04/02/2017,14/06/2025,f,t
17908474,35829739,38.94896,-76.98797,100,100,8,2,1,2,64,31,1125,0,10,40,130,116,0,0,4.64,4.68,4.74,4.81,4.82,4.49,4.71,1,1,0,1.16,0,0,1,6,0,31,1125,Entire guest suite,"Washington, DC",within an hour,t,t,"North Michigan Park, Michigan Park, University Heights",Entire guest suite,Entire home/apt,04/05/2017,01/03/2022,f,t
17919232,67517380,38.89791,-76.93566,100,100,3,8,2.5,5,315,2,30,22,22,22,22,44,0,0,4.93,4.93,4.98,4.95,4.95,4.6,4.93,3,3,0,0.44,0,0,5,3,0,2,30,Entire townhouse,"Washington, DC",within an hour,t,t,"Mayfair, Hillbrook, Mahaning Heights",Entire townhouse,Entire home/apt,04/10/2017,27/05/2024,t,t
17926693,3664276,38.89618,-77.00245,100,100,2,6,1,1,119,3,100,15,38,41,66,85,14,1,4.98,4.98,4.96,4.98,4.98,5,4.92,1,1,0,0.85,84,12338,4,2,0,3.1,1125,Entire home,"Washington, DC",within an hour,t,t,"Union Station, Stanton Park, Kingman Park",Entire home,Entire home/apt,03/10/2019,18/05/2025,f,t
17950707,1275143,38.91528,-77.01457,100,80,1,4,1,1,119,2,30,0,0,0,0,118,2,0,4.76,4.86,4.92,4.91,4.92,4.86,4.7,1,1,0,2.09,12,12338,1,1,0,2,30,Entire guest suite,"Washington, DC",within an hour,f,f,"Howard University, Le Droit Park, Cardozo/Shaw",Entire guest suite,Entire home/apt,03/10/2019,08/04/2025,f,t
17956698,57567321,38.91622,-77.01785,100,100,2,2,1,1,97,1,31,4,27,49,315,344,58,5,4.87,4.92,4.76,4.85,4.92,4.88,4.84,1,0,1,3.86,255,24735,1,1,0,1,1125,Private room in home,"Washington, DC",within an hour,t,t,"Howard University, Le Droit Park, Cardozo/Shaw",Private room in home,Private room,03/10/2019,10/06/2025,f,t
17964221,511136,38.90952889,-77.04665558,100,100,7,4,1,2,122,1,28,14,24,54,210,328,22,2,4.77,4.86,4.86,4.89,4.89,4.94,4.65,4,1,3,3.36,132,16104,1,4,0,1.3,44.7,Private room in home,"Washington D.C., DC",within an hour,t,t,"Dupont Circle, Connecticut Avenue/K Street",Private room in home,Private room,06/10/2017,06/06/2025,f,t
17964535,511136,38.90889176,-77.04651981,100,100,7,4,1,2,125,1,28,9,39,69,249,377,27,2,4.81,4.85,4.88,4.88,4.9,4.94,4.68,4,1,3,3.84,162,20250,1,4,0,1.3,44.5,Private room in home,"Washington D.C., DC",within an hour,t,t,"Dupont Circle, Connecticut Avenue/K Street",Private room in home,Private room,03/10/2019,05/06/2025,f,t
18025636,21536334,38.92749,-77.06744,100,98,3,2,1,1,90,31,60,29,59,89,364,86,0,0,4.98,4.93,4.92,4.98,4.96,4.94,4.86,1,0,1,0.86,0,0,2,1,0,31,60,Private room in home,"Washington, DC",within an hour,f,t,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",Private room in home,Private room,04/10/2017,02/03/2020,f,t
18033145,26389480,38.92742,-77.02941,100,100,35,2,2,2,94,1,365,28,46,56,128,193,4,0,4.66,4.8,4.62,4.87,4.9,4.78,4.63,9,0,9,1.93,24,2256,1,25,0,1,1125,Private room in townhouse,"Washington, DC",within an hour,t,t,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Private room in townhouse,Private room,04/05/2017,12/12/2024,f,t
18033653,17680985,38.91197,-77.02436,100,0,1,3,1,1,83,31,1125,26,56,86,266,156,0,0,4.88,4.94,4.96,4.96,4.92,4.93,4.81,1,0,1,1.59,0,0,1,1,0,31,1125,Private room in home,"Washington, DC",within an hour,f,t,"Shaw, Logan Circle",Private room in home,Private room,03/10/2019,14/03/2020,f,t
18042619,98799358,38.91462,-77.00498,100,96,11,9,1,1,119,1,730,0,0,0,0,50,0,0,4.94,4.9,4.96,4.96,4.96,4.68,4.86,1,0,1,0.5,0,12338,1,5,0,1,730,Private room in townhouse,"Washington, DC",within an hour,t,t,"Edgewood, Bloomingdale, Truxton Circle, Eckington",Private room in townhouse,Private room,04/06/2017,31/01/2023,f,t
18076615,106426179,38.96908,-77.02492,100,75,9,1,1,1,86,75,200,0,0,30,210,90,0,0,4.99,5,4.99,5,4.99,4.86,4.92,7,2,5,0.92,0,0,1,8,0,75,200,Entire rental unit,"Washington, DC",within an hour,t,f,"Takoma, Brightwood, Manor Park",Entire rental unit,Entire home/apt,06/02/2017,14/05/2024,f,t
18085124,35942863,38.91611,-77.01106,100,100,1,2,1,1,145,2,31,22,52,82,262,106,7,1,4.84,4.86,4.92,4.97,4.97,4.89,4.66,1,1,0,1.07,42,6090,1,1,0,2,1125,Entire townhouse,"Washington, DC",within an hour,t,t,"Edgewood, Bloomingdale, Truxton Circle, Eckington",Entire townhouse,Entire home/apt,03/10/2019,08/06/2025,t,t
18096306,20181195,38.90511,-76.99892,100,98,1,3,1,2,165,1,14,18,48,78,78,336,36,5,4.87,4.91,4.95,4.97,4.96,4.87,4.79,1,1,0,3.7,216,35640,1,1,0,1.3,1125,Entire guest suite,"Washington, DC",within an hour,t,t,"Union Station, Stanton Park, Kingman Park",Entire guest suite,Entire home/apt,03/10/2019,05/06/2025,f,t
18105893,96456433,38.90088,-76.99458,100,98,40,4,1,2,182,2,1125,16,39,69,281,133,14,2,4.88,4.95,4.93,4.94,4.95,4.74,4.8,13,13,0,1.39,84,15288,1,17,0,6.4,1125,Entire guest suite,"Washington, DC",within an hour,f,t,"Union Station, Stanton Park, Kingman Park",Entire guest suite,Entire home/apt,03/10/2019,07/06/2025,f,t
18123048,124644014,38.9183,-77.01291,100,99,7,2,1,1,76,2,100,12,42,72,252,204,17,2,4.78,4.9,4.63,4.96,4.86,4.77,4.75,4,0,4,2.05,102,7752,1,4,0,2,1125,Private room in home,"Washington, DC",within an hour,t,t,"Edgewood, Bloomingdale, Truxton Circle, Eckington",Private room in home,Private room,03/10/2019,02/06/2025,f,t
18172755,5243080,38.91372,-77.0249,95,99,7,4,1,2,174,2,600,30,47,77,348,86,18,3,4.66,4.64,4.73,4.85,4.71,4.87,4.53,4,4,0,0.98,108,18792,1,6,0,2,1125,Entire condo,"Washington, DC",within an hour,f,t,"Shaw, Logan Circle",Entire condo,Entire home/apt,03/10/2019,10/06/2025,t,t
18180500,10657365,38.90107,-76.98503,100,90,3,2,1,1,80,31,90,0,12,42,132,12,6,0,4.92,5,4.55,5,5,4.55,4.73,1,1,0,0.12,255,20400,1,1,0,31,90,Entire rental unit,"Washington, DC",within a few hours,t,t,"Ivy City, Arboretum, Trinidad, Carver Langston",Entire rental unit,Entire home/apt,05/09/2017,26/04/2025,f,t
18189814,2993827,38.88116,-76.98074,100,96,3,4,2.5,3,195,7,700,0,7,11,11,6,3,0,5,5,5,5,5,4.83,4.83,1,1,0,0.06,42,8190,2,2,0,7,700,Entire townhouse,"Washington, DC",within an hour,t,t,"Capitol Hill, Lincoln Park",Entire townhouse,Entire home/apt,03/10/2019,18/04/2025,f,t
18237492,23215539,38.91408,-77.00923,100,98,2,2,1,1,119,2,90,0,0,0,0,68,24,0,4.94,4.96,4.96,4.91,4.93,4.48,4.88,2,1,1,0.69,144,12338,1,2,0,2,1125,Private room in rental unit,"Washington, DC",within an hour,t,t,"Edgewood, Bloomingdale, Truxton Circle, Eckington",Private room in rental unit,Private room,03/10/2019,04/05/2025,f,t
18254897,58603528,38.92041,-77.03424,100,100,3,3,1,1,172,2,1125,9,25,55,327,207,25,0,4.87,4.94,4.83,4.99,4.99,4.91,4.79,3,3,0,2.08,150,25800,1,3,0,2,1125,Entire rental unit,"Washington, DC",within an hour,t,t,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire rental unit,Entire home/apt,03/10/2019,12/05/2025,f,t
18265537,32009941,38.96557,-77.01859,100,99,3,2,1,1,62,1,1125,22,52,82,357,98,28,3,4.86,4.89,4.91,4.97,4.89,4.78,4.82,2,0,2,1.4,168,10416,1,2,0,1,1125,Private room in home,"Washington, DC",within an hour,t,t,"Takoma, Brightwood, Manor Park",Private room in home,Private room,03/10/2019,12/06/2025,t,t
18273515,126333441,38.90974,-77.01518,100,100,3,4,1,2,99,1,28,16,38,68,248,329,23,0,4.43,4.63,4.37,4.84,4.85,4.65,4.42,3,1,2,3.32,138,13662,1,3,0,1,28,Entire guest suite,"Washington, DC",within an hour,f,t,"Edgewood, Bloomingdale, Truxton Circle, Eckington",Entire guest suite,Entire home/apt,03/10/2019,16/05/2025,t,t
18281120,690881,38.92239,-77.02789,100,97,3,2,1,1,114,3,1125,13,29,59,149,199,21,1,4.81,4.92,4.75,4.84,4.88,4.89,4.74,1,1,0,2.03,126,14364,0,2,0,3,1125,Entire guesthouse,"Washington, DC",within a day,f,t,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire guesthouse,Entire home/apt,03/10/2019,26/05/2025,f,t
18288362,39930655,38.91137,-77.04363,100,99,777,2,1,1,116,1,1125,6,8,23,298,513,58,6,4.77,4.87,4.87,4.89,4.87,4.98,4.71,257,253,3,5.17,255,29580,0,566,0,1.3,1125,Private room in home,"Washington, DC",within an hour,f,t,"Dupont Circle, Connecticut Avenue/K Street",Private room in home,Private room,03/10/2019,14/06/2025,f,t
18303467,18004955,38.91794,-77.07094,100,86,2,4,1,4,238,2,90,7,10,10,148,47,8,1,4.51,4.63,4.17,4.96,4.93,4.89,4.39,1,1,0,0.47,48,11424,3,1,0,2,90,Entire townhouse,"Washington, DC",within an hour,f,t,"Cathedral Heights, McLean Gardens, Glover Park",Entire townhouse,Entire home/apt,03/10/2019,09/06/2025,f,t
18313133,111311001,38.91457,-77.04495,100,94,7,2,1,1,127,31,1125,0,22,50,295,132,1,0,4.8,4.9,4.76,4.89,4.86,4.91,4.82,4,4,0,1.34,62,7874,0,4,0,31,1125,Entire condo,"Washington, DC",within an hour,f,t,"Dupont Circle, Connecticut Avenue/K Street",Entire condo,Entire home/apt,03/10/2019,01/11/2024,f,t
